commodity,sheet,line_item,n,y0,y1
NI,QuarterlyNiProductionByAsset,Falcondo,4,2025,2028
NI,QuarterlyNiProductionByAsset,FeNi Halmahera,4,2025,2028
NI,QuarterlyNiProductionByAsset,Feni,4,2025,2028
NI,QuarterlyNiProductionByAsset,Ferro-Nickel,4,2025,2028
NI,QuarterlyNiProductionByAsset,Ferronikeli,4,2025,2028
NI,QuarterlyNiProductionByAsset,Fort Saskatchewan,4,2025,2028
NI,QuarterlyNiProductionByAsset,Fujian Desheng,4,2025,2028
NI,QuarterlyNiProductionByAsset,GEM,4,2025,2028
NI,QuarterlyNiProductionByAsset,GEM Hubei,4,2025,2028
NI,QuarterlyNiProductionByAsset,Germany Secondary,4,2025,2028
NI,QuarterlyNiProductionByAsset,Greatpower,4,2025,2028
NI,QuarterlyNiProductionByAsset,Guangxi Yinyi,4,2025,2028
NI,QuarterlyNiProductionByAsset,Guangxi Yinyi Chems,4,2025,2028
NI,QuarterlyNiProductionByAsset,Gwangyang,4,2025,2028
NI,QuarterlyNiProductionByAsset,Halmahera Jaya,4,2025,2028
NI,QuarterlyNiProductionByAsset,Harima,4,2025,2028
NI,QuarterlyNiProductionByAsset,Harita,4,2025,2028
NI,QuarterlyNiProductionByAsset,Harjavalta,4,2025,2028
NI,QuarterlyNiProductionByAsset,Harjavalta Chemicals,4,2025,2028
NI,QuarterlyNiProductionByAsset,Henan Jinhui,4,2025,2028
NI,QuarterlyNiProductionByAsset,Huabao,4,2025,2028
NI,QuarterlyNiProductionByAsset,Huaxiang,4,2025,2028
NI,QuarterlyNiProductionByAsset,Hyuga,4,2025,2028
NI,QuarterlyNiProductionByAsset,Japan Secondary,4,2025,2028
NI,QuarterlyNiProductionByAsset,Jiangmen Chancsun,4,2025,2028
NI,QuarterlyNiProductionByAsset,Jilin,4,2025,2028
NI,QuarterlyNiProductionByAsset,Jilin Chemicals,4,2025,2028
NI,QuarterlyNiProductionByAsset,Jinchuan,4,2025,2028
NI,QuarterlyNiProductionByAsset,Jinchuan Chemicals,4,2025,2028
NI,QuarterlyNiProductionByAsset,Jinchuan WP,4,2025,2028
NI,QuarterlyNiProductionByAsset,Jinyuan Nickel,4,2025,2028
NI,QuarterlyNiProductionByAsset,Koniambo,4,2025,2028
NI,QuarterlyNiProductionByAsset,Korea Other,4,2025,2028
NI,QuarterlyNiProductionByAsset,Kristiansand,4,2025,2028
NI,QuarterlyNiProductionByAsset,Kwinana Nickel,4,2025,2028
NI,QuarterlyNiProductionByAsset,Kwinana Sulphate,4,2025,2028
NI,QuarterlyNiProductionByAsset,Larco,4,2025,2028
NI,QuarterlyNiProductionByAsset,Long Harbour,4,2025,2028
NI,QuarterlyNiProductionByAsset,Lujia,4,2025,2028
NI,QuarterlyNiProductionByAsset,Maolian,4,2025,2028
NI,QuarterlyNiProductionByAsset,Maolian Chemicals,4,2025,2028
NI,QuarterlyNiProductionByAsset,Matsuzaka,4,2025,2028
NI,QuarterlyNiProductionByAsset,Metalindo,4,2025,2028
NI,QuarterlyNiProductionByAsset,Metallo,4,2025,2028
NI,QuarterlyNiProductionByAsset,Murrin Murrin,4,2025,2028
NI,QuarterlyNiProductionByAsset,NPI,4,2025,2028
NI,QuarterlyNiProductionByAsset,Nickelhutte,4,2025,2028
NI,QuarterlyNiProductionByAsset,Nicomet,4,2025,2028
NI,QuarterlyNiProductionByAsset,Niihama,4,2025,2028
NI,QuarterlyNiProductionByAsset,Niihama Chemicals,4,2025,2028
NI,QuarterlyNiProductionByAsset,Nippon Yakin,4,2025,2028
NI,QuarterlyNiProductionByAsset,Obi,4,2025,2028
NI,QuarterlyNiProductionByAsset,Onca Puma,4,2025,2028
NI,QuarterlyNiProductionByAsset,Onsan,4,2025,2028
NI,QuarterlyNiProductionByAsset,POSCO Chemicals,4,2025,2028
NI,QuarterlyNiProductionByAsset,PT Bumi,4,2025,2028
NI,QuarterlyNiProductionByAsset,PT Gunbuster,4,2025,2028
NI,QuarterlyNiProductionByAsset,PT Indoferro,4,2025,2028
NI,QuarterlyNiProductionByAsset,PT Kalimantan,4,2025,2028
NI,QuarterlyNiProductionByAsset,PT Sebuku,4,2025,2028
NI,QuarterlyNiProductionByAsset,Pamco,4,2025,2028
NI,QuarterlyNiProductionByAsset,Pobuzhsky,4,2025,2028
NI,QuarterlyNiProductionByAsset,Pomalaa,4,2025,2028
NI,QuarterlyNiProductionByAsset,Pronico,4,2025,2028
NI,QuarterlyNiProductionByAsset,Punta Gorda,4,2025,2028
NI,QuarterlyNiProductionByAsset,QMB,4,2025,2028
NI,QuarterlyNiProductionByAsset,Qingdao Zhongcheng,4,2025,2028
NI,QuarterlyNiProductionByAsset,Qingmeibang,4,2025,2028
NI,QuarterlyNiProductionByAsset,Quarter,4,2025,2028
NI,QuarterlyNiProductionByAsset,Quzhou Huayou,4,2025,2028
NI,QuarterlyNiProductionByAsset,Quzhou Huayou Chems,4,2025,2028
NI,QuarterlyNiProductionByAsset,Rustenburg,4,2025,2028
NI,QuarterlyNiProductionByAsset,Sandouville,4,2025,2028
NI,QuarterlyNiProductionByAsset,Severonickel,4,2025,2028
NI,QuarterlyNiProductionByAsset,Skouriotissa,4,2025,2028
NI,QuarterlyNiProductionByAsset,Spain Other,4,2025,2028
NI,QuarterlyNiProductionByAsset,Springs,4,2025,2028
NI,QuarterlyNiProductionByAsset,Suqian Xiangxiang,4,2025,2028
NI,QuarterlyNiProductionByAsset,TOTAL AFRICA,4,2025,2028
NI,QuarterlyNiProductionByAsset,TOTAL ASIA,4,2025,2028
NI,QuarterlyNiProductionByAsset,TOTAL EUROPE,4,2025,2028
NI,QuarterlyNiProductionByAsset,TOTAL LATIN AMERICA AND THE CARIBBEAN,4,2025,2028
NI,QuarterlyNiProductionByAsset,TOTAL NORTH AMERICA,4,2025,2028
NI,QuarterlyNiProductionByAsset,TOTAL OCEANIA,4,2025,2028
NI,QuarterlyNiProductionByAsset,TOTAL RUSSIA AND THE CASPIAN,4,2025,2028
NI,QuarterlyNiProductionByAsset,TOTAL WORLD,4,2025,2028
NI,QuarterlyNiProductionByAsset,Tagaung Taung,4,2025,2028
NI,QuarterlyNiProductionByAsset,Tengyuan,4,2025,2028
NI,QuarterlyNiProductionByAsset,Terrafame,4,2025,2028
NI,QuarterlyNiProductionByAsset,Thakadu,4,2025,2028
NI,QuarterlyNiProductionByAsset,Torecom,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Australia,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Austria,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Belgium,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Brazil,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Canada,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total China,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Colombia,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Cuba,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Cyprus,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Dominican Republic,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Finland,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total France,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Germany,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Greece,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Guatemala,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total India,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Indonesia,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Japan,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Kosovo,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Madagascar,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Myanmar,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total New Caledonia,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total North Macedonia,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Norway,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Russian Federation,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total South Africa,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total South Korea,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Spain,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total Ukraine,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total United Kingdom,4,2025,2028
NI,QuarterlyNiProductionByAsset,Total United States,4,2025,2028
NI,QuarterlyNiProductionByAsset,Treibacher,4,2025,2028
NI,QuarterlyNiProductionByAsset,Tsingshan Cathode,4,2025,2028
NI,QuarterlyNiProductionByAsset,Tsingshan Dingxin,4,2025,2028
NI,QuarterlyNiProductionByAsset,Tsingshan Guangqing,4,2025,2028
NI,QuarterlyNiProductionByAsset,Tsingshan Morowali,4,2025,2028
NI,QuarterlyNiProductionByAsset,USA Other,4,2025,2028
NI,QuarterlyNiProductionByAsset,Ulsan,4,2025,2028
NI,QuarterlyNiProductionByAsset,Umicore,4,2025,2028
NI,QuarterlyNiProductionByAsset,Virtue Dragon,4,2025,2028
NI,QuarterlyNiProductionByAsset,Wanxiang,4,2025,2028
NI,QuarterlyNiProductionByAsset,Weda Bay,4,2025,2028
NI,QuarterlyNiProductionByAsset,Weiming Shengqing,4,2025,2028
NI,QuarterlyNiProductionByAsset,Weiming Shengqing Chemicals,4,2025,2028
NI,QuarterlyNiProductionByAsset,Xinhai,4,2025,2028
NI,QuarterlyNiProductionByAsset,Xinjiang Fukang,4,2025,2028
NI,QuarterlyNiProductionByAsset,Xinxiang Jien,4,2025,2028
NI,QuarterlyNiProductionByAsset,Yangjiang Century,4,2025,2028
NI,QuarterlyNiProductionByAsset,Yantai Kaishi,4,2025,2028
NI,QuarterlyNiProductionByAsset,Yantai Kaishi Chemical,4,2025,2028
NI,QuarterlyNiProductionByAsset,Yongheng,4,2025,2028
NI,QuarterlyNiProductionByAsset,of which: NPI,4,2025,2028
NI,RefineryProduction,Australia,7,2022,2028
NI,RefineryProduction,Austria,7,2022,2028
NI,RefineryProduction,Belgium,7,2022,2028
NI,RefineryProduction,Brazil,7,2022,2028
NI,RefineryProduction,Canada,7,2022,2028
NI,RefineryProduction,China,7,2022,2028
NI,RefineryProduction,Colombia,7,2022,2028
NI,RefineryProduction,Cuba,7,2022,2028
NI,RefineryProduction,Cyprus,7,2022,2028
NI,RefineryProduction,Disruption allowance + probable projects,4,2025,2028
NI,RefineryProduction,Dominican Republic,7,2022,2028
NI,RefineryProduction,Finland,7,2022,2028
NI,RefineryProduction,Forecast refinery production,7,2022,2028
NI,RefineryProduction,France,7,2022,2028
NI,RefineryProduction,Germany,7,2022,2028
NI,RefineryProduction,Greece,7,2022,2028
NI,RefineryProduction,Guatemala,7,2022,2028
NI,RefineryProduction,India,7,2022,2028
NI,RefineryProduction,Indonesia,7,2022,2028
NI,RefineryProduction,Japan,7,2022,2028
NI,RefineryProduction,Kosovo,7,2022,2028
NI,RefineryProduction,Madagascar,7,2022,2028
NI,RefineryProduction,Myanmar,7,2022,2028
NI,RefineryProduction,New Caledonia,7,2022,2028
NI,RefineryProduction,North Macedonia,7,2022,2028
NI,RefineryProduction,Norway,7,2022,2028
NI,RefineryProduction,Philippines,7,2022,2028
NI,RefineryProduction,Russian Federation,7,2022,2028
NI,RefineryProduction,South Africa,7,2022,2028
NI,RefineryProduction,South Korea,7,2022,2028
NI,RefineryProduction,Spain,7,2022,2028
NI,RefineryProduction,Total Africa,7,2022,2028
NI,RefineryProduction,Total Asia,7,2022,2028
NI,RefineryProduction,Total Europe,7,2022,2028
NI,RefineryProduction,Total Latin America & Caribbean,7,2022,2028
NI,RefineryProduction,Total North America,7,2022,2028
NI,RefineryProduction,Total Oceania,7,2022,2028
NI,RefineryProduction,Total Russia and the Caspian,7,2022,2028
NI,RefineryProduction,Total World,7,2022,2028
NI,RefineryProduction,Ukraine,7,2022,2028
NI,RefineryProduction,United Kingdom,7,2022,2028
NI,RefineryProduction,United States,7,2022,2028
NI,RefineryProduction,Venezuela,7,2022,2028
NI,RefineryProduction,Zimbabwe,7,2022,2028
NI,RefinerybyPlant,Ambatovy,7,2022,2028
NI,RefinerybyPlant,Ansheng,6,2023,2028
NI,RefinerybyPlant,Barro Alto,7,2022,2028
NI,RefinerybyPlant,Beihai Chengde,7,2022,2028
NI,RefinerybyPlant,Bintang Timur Steel,4,2022,2025
NI,RefinerybyPlant,Bishi (Jingan),5,2022,2026
NI,RefinerybyPlant,Brixlegg,7,2022,2028
NI,RefinerybyPlant,Brunp,7,2022,2028
NI,RefinerybyPlant,CMMI Wonua Morone,7,2022,2028
NI,RefinerybyPlant,CNGR (Zhongwei),6,2023,2028
NI,RefinerybyPlant,CNGR Chemicals,7,2022,2028
NI,RefinerybyPlant,Caofeidian,7,2022,2028
NI,RefinerybyPlant,Caofeidian Expansion,3,2026,2028
NI,RefinerybyPlant,Ceria Indotama,7,2022,2028
NI,RefinerybyPlant,Cerro Matoso,7,2022,2028
NI,RefinerybyPlant,Chengtun,5,2024,2028
NI,RefinerybyPlant,China Other,7,2022,2028
NI,RefinerybyPlant,China Other NPI,7,2022,2028
NI,RefinerybyPlant,China Secondary,7,2022,2028
NI,RefinerybyPlant,Chongqing Chemicals,7,2022,2028
NI,RefinerybyPlant,Clydach,7,2022,2028
NI,RefinerybyPlant,Codemin,7,2022,2028
NI,RefinerybyPlant,Copper Cliff,7,2022,2028
NI,RefinerybyPlant,Delong,7,2022,2028
NI,RefinerybyPlant,Doniambo,7,2022,2028
NI,RefinerybyPlant,Duta Huadi,5,2022,2026
NI,RefinerybyPlant,Enerchem,7,2022,2028
NI,RefinerybyPlant,Excelsior,3,2026,2028
NI,RefinerybyPlant,Excelsior Chemical,3,2026,2028
NI,RefinerybyPlant,Falcondo,7,2022,2028
NI,RefinerybyPlant,FeNi Halmahera,2,2027,2028
NI,RefinerybyPlant,Feni,7,2022,2028
NI,RefinerybyPlant,Ferro-Nickel,7,2022,2028
NI,RefinerybyPlant,Ferronikeli,7,2022,2028
NI,RefinerybyPlant,Fort Saskatchewan,5,2022,2026
NI,RefinerybyPlant,Fujian Desheng,7,2022,2028
NI,RefinerybyPlant,GEM,7,2022,2028
NI,RefinerybyPlant,GEM Hubei,6,2023,2028
NI,RefinerybyPlant,Germany Secondary,7,2022,2028
NI,RefinerybyPlant,Greatpower,6,2023,2028
NI,RefinerybyPlant,Guangxi Yinyi,2,2024,2025
NI,RefinerybyPlant,Guangxi Yinyi Chems,5,2022,2026
NI,RefinerybyPlant,Gwangyang,7,2022,2028
NI,RefinerybyPlant,Halmahera Jaya,7,2022,2028
NI,RefinerybyPlant,Harima,7,2022,2028
NI,RefinerybyPlant,Harita,7,2022,2028
NI,RefinerybyPlant,Harjavalta,7,2022,2028
NI,RefinerybyPlant,Harjavalta Chemicals,7,2022,2028
NI,RefinerybyPlant,Henan Jinhui,7,2022,2028
NI,RefinerybyPlant,Huabao,5,2024,2028
NI,RefinerybyPlant,Huaxiang,4,2025,2028
NI,RefinerybyPlant,Hyuga,7,2022,2028
NI,RefinerybyPlant,Japan Secondary,7,2022,2028
NI,RefinerybyPlant,Jiangmen Chancsun,7,2022,2028
NI,RefinerybyPlant,Jilin,7,2022,2028
NI,RefinerybyPlant,Jilin Chemicals,7,2022,2028
NI,RefinerybyPlant,Jinchuan,7,2022,2028
NI,RefinerybyPlant,Jinchuan Chemicals,7,2022,2028
NI,RefinerybyPlant,Jinchuan WP,7,2022,2028
NI,RefinerybyPlant,Jinyuan Nickel,7,2022,2028
NI,RefinerybyPlant,Koniambo,7,2022,2028
NI,RefinerybyPlant,Korea Other,7,2022,2028
NI,RefinerybyPlant,Kristiansand,7,2022,2028
NI,RefinerybyPlant,Kwinana Nickel,7,2022,2028
NI,RefinerybyPlant,Kwinana Sulphate,7,2022,2028
NI,RefinerybyPlant,Larco,7,2022,2028
NI,RefinerybyPlant,Long Harbour,7,2022,2028
NI,RefinerybyPlant,Lujia,6,2023,2028
NI,RefinerybyPlant,Maolian,3,2022,2024
NI,RefinerybyPlant,Maolian Chemicals,7,2022,2028
NI,RefinerybyPlant,Matsuzaka,7,2022,2028
NI,RefinerybyPlant,Metalindo,7,2022,2028
NI,RefinerybyPlant,Metallo,7,2022,2028
NI,RefinerybyPlant,Murrin Murrin,7,2022,2028
NI,RefinerybyPlant,NPI,7,2022,2028
NI,RefinerybyPlant,Nickelhutte,7,2022,2028
NI,RefinerybyPlant,Nicomet,7,2022,2028
NI,RefinerybyPlant,Niihama,7,2022,2028
NI,RefinerybyPlant,Niihama Chemicals,7,2022,2028
NI,RefinerybyPlant,Nippon Yakin,7,2022,2028
NI,RefinerybyPlant,Obi,7,2022,2028
NI,RefinerybyPlant,Onca Puma,7,2022,2028
NI,RefinerybyPlant,Onsan,2,2027,2028
NI,RefinerybyPlant,POSCO Chemicals,6,2023,2028
NI,RefinerybyPlant,PT Bumi,5,2024,2028
NI,RefinerybyPlant,PT Gunbuster,7,2022,2028
NI,RefinerybyPlant,PT Indoferro,5,2022,2026
NI,RefinerybyPlant,PT Kalimantan,6,2023,2028
NI,RefinerybyPlant,PT Sebuku,3,2026,2028
NI,RefinerybyPlant,Pamco,7,2022,2028
NI,RefinerybyPlant,Pobuzhsky,7,2022,2028
NI,RefinerybyPlant,Pomalaa,7,2022,2028
NI,RefinerybyPlant,Pronico,7,2022,2028
NI,RefinerybyPlant,Punta Gorda,7,2022,2028
NI,RefinerybyPlant,QMB,4,2025,2028
NI,RefinerybyPlant,Qingdao Zhongcheng,7,2022,2028
NI,RefinerybyPlant,Qingmeibang,4,2025,2028
NI,RefinerybyPlant,Quzhou Huayou,7,2022,2028
NI,RefinerybyPlant,Quzhou Huayou Chems,7,2022,2028
NI,RefinerybyPlant,Rustenburg,7,2022,2028
NI,RefinerybyPlant,Sandouville,7,2022,2028
NI,RefinerybyPlant,Severonickel,7,2022,2028
NI,RefinerybyPlant,Skouriotissa,7,2022,2028
NI,RefinerybyPlant,Spain Other,7,2022,2028
NI,RefinerybyPlant,Springs,7,2022,2028
NI,RefinerybyPlant,Suqian Xiangxiang,7,2022,2028
NI,RefinerybyPlant,TOTAL AFRICA,7,2022,2028
NI,RefinerybyPlant,TOTAL ASIA,7,2022,2028
NI,RefinerybyPlant,TOTAL EUROPE,7,2022,2028
NI,RefinerybyPlant,TOTAL LATIN AMERICA AND THE CARIBBEAN,7,2022,2028
NI,RefinerybyPlant,TOTAL NORTH AMERICA,7,2022,2028
NI,RefinerybyPlant,TOTAL OCEANIA,7,2022,2028
NI,RefinerybyPlant,TOTAL RUSSIA AND THE CASPIAN,7,2022,2028
NI,RefinerybyPlant,TOTAL WORLD,7,2022,2028
NI,RefinerybyPlant,Tagaung Taung,4,2022,2025
NI,RefinerybyPlant,Tengyuan,4,2025,2028
NI,RefinerybyPlant,Terrafame,7,2022,2028
NI,RefinerybyPlant,Thakadu,7,2022,2028
NI,RefinerybyPlant,Torecom,6,2023,2028
NI,RefinerybyPlant,Total Australia,7,2022,2028
NI,RefinerybyPlant,Total Austria,7,2022,2028
NI,RefinerybyPlant,Total Belgium,7,2022,2028
NI,RefinerybyPlant,Total Brazil,7,2022,2028
NI,RefinerybyPlant,Total Canada,7,2022,2028
NI,RefinerybyPlant,Total China,7,2022,2028
NI,RefinerybyPlant,Total Colombia,7,2022,2028
NI,RefinerybyPlant,Total Cuba,7,2022,2028
NI,RefinerybyPlant,Total Cyprus,7,2022,2028
NI,RefinerybyPlant,Total Dominican Republic,7,2022,2028
NI,RefinerybyPlant,Total Finland,7,2022,2028
NI,RefinerybyPlant,Total France,7,2022,2028
NI,RefinerybyPlant,Total Germany,7,2022,2028
NI,RefinerybyPlant,Total Greece,7,2022,2028
NI,RefinerybyPlant,Total Guatemala,7,2022,2028
NI,RefinerybyPlant,Total India,7,2022,2028
NI,RefinerybyPlant,Total Indonesia,7,2022,2028
NI,RefinerybyPlant,Total Japan,7,2022,2028
NI,RefinerybyPlant,Total Kosovo,7,2022,2028
NI,RefinerybyPlant,Total Madagascar,7,2022,2028
NI,RefinerybyPlant,Total Myanmar,7,2022,2028
NI,RefinerybyPlant,Total New Caledonia,7,2022,2028
NI,RefinerybyPlant,Total North Macedonia,7,2022,2028
NI,RefinerybyPlant,Total Norway,7,2022,2028
NI,RefinerybyPlant,Total Russian Federation,7,2022,2028
NI,RefinerybyPlant,Total South Africa,7,2022,2028
NI,RefinerybyPlant,Total South Korea,7,2022,2028
NI,RefinerybyPlant,Total Spain,7,2022,2028
NI,RefinerybyPlant,Total Ukraine,7,2022,2028
NI,RefinerybyPlant,Total United Kingdom,7,2022,2028
NI,RefinerybyPlant,Total United States,7,2022,2028
NI,RefinerybyPlant,Treibacher,7,2022,2028
NI,RefinerybyPlant,Tsingshan Cathode,6,2023,2028
NI,RefinerybyPlant,Tsingshan Dingxin,7,2022,2028
NI,RefinerybyPlant,Tsingshan Guangqing,7,2022,2028
NI,RefinerybyPlant,Tsingshan Morowali,7,2022,2028
NI,RefinerybyPlant,USA Other,7,2022,2028
NI,RefinerybyPlant,Ulsan,3,2026,2028
NI,RefinerybyPlant,Umicore,7,2022,2028
NI,RefinerybyPlant,Virtue Dragon,7,2022,2028
NI,RefinerybyPlant,Wanxiang,4,2022,2025
NI,RefinerybyPlant,Weda Bay,7,2022,2028
NI,RefinerybyPlant,Weiming Shengqing,5,2024,2028
NI,RefinerybyPlant,Weiming Shengqing Chemicals,4,2025,2028
NI,RefinerybyPlant,Xinhai,7,2022,2028
NI,RefinerybyPlant,Xinjiang Fukang,7,2022,2028
NI,RefinerybyPlant,Xinxiang Jien,7,2022,2028
NI,RefinerybyPlant,Yangjiang Century,7,2022,2028
NI,RefinerybyPlant,Yantai Kaishi,3,2022,2024
NI,RefinerybyPlant,Yantai Kaishi Chemical,3,2022,2024
NI,RefinerybyPlant,Yongheng,5,2024,2028
NI,RefinerybyPlant,of which: NPI,7,2022,2028
NI,RoWBalance,% change,54,1987,2040
NI,RoWBalance,Actual/forecast mine output,55,1986,2040
NI,RoWBalance,Actual/forecast primary refined output,55,1986,2040
NI,RoWBalance,Actual/forecast smelter output,45,1996,2040
NI,RoWBalance,Actual/forecast total refined output,55,1986,2040
NI,RoWBalance,Additional adjustment (B),20,2021,2040
NI,RoWBalance,Additional adjustment (D),20,2021,2040
NI,RoWBalance,Additional adjustment (F),20,2021,2040
NI,RoWBalance,Balance,46,1995,2040
NI,RoWBalance,Base case mine output,55,1986,2040
NI,RoWBalance,Base case refined output,55,1986,2040
NI,RoWBalance,Base case smelter output,45,1996,2040
NI,RoWBalance,Consumption,46,1995,2040
NI,RoWBalance,DLA/ Japan government sales,17,1993,2009
NI,RoWBalance,Exports to China,55,1986,2040
NI,RoWBalance,Forecast disruption allowance,20,2021,2040
NI,RoWBalance,Forecast mine supply adjustment (A+B),20,2021,2040
NI,RoWBalance,Forecast primary supply adjustment (E+F),20,2021,2040
NI,RoWBalance,Forecast smelter supply adjustment (C+D),20,2021,2040
NI,RoWBalance,Highly probable projects,20,2021,2040
NI,RoWBalance,Imports from China,55,1986,2040
NI,RoWBalance,Mine,57,1984,2040
NI,RoWBalance,Mine Production/Capability,55,1986,2040
NI,RoWBalance,Net Trade,55,1986,2040
NI,RoWBalance,Probable mine projects (A),20,2021,2040
NI,RoWBalance,Probable refinery projects (E),20,2021,2040
NI,RoWBalance,Probable smelter projects (C),20,2021,2040
NI,RoWBalance,Refined Production/Capability,55,1986,2040
NI,RoWBalance,Refined capacity,50,1991,2040
NI,RoWBalance,Refinery,57,1984,2040
NI,RoWBalance,Refinery capacity utilisation,50,1991,2040
NI,RoWBalance,Refinery secondary feed already included,45,1996,2040
NI,RoWBalance,Secondary refined output from EV batteries,18,2023,2040
NI,RoWBalance,Smelter,57,1984,2040
NI,RoWBalance,Smelter Production/Capability,45,1996,2040
NI,RoWBalance,Smelter capacity,45,1996,2040
NI,RoWBalance,Smelter capacity utilisation,45,1996,2040
NI,RoWBalance,Sulphide,55,1986,2040
NI,RoWBalance,Total Nickel Supply,55,1986,2040
NI,RoWBalance,of which:   Laterite,55,1986,2040
NI,RoWBalance,of which: FeNi / NPI,55,1986,2040
NI,RoWBalance,of which: from Secondary,26,2015,2040
NI,SmelterProduction,% change,7,2022,2028
NI,SmelterProduction,Australia,7,2022,2028
NI,SmelterProduction,Austria,7,2022,2028
NI,SmelterProduction,Botswana,7,2022,2028
NI,SmelterProduction,Brazil,7,2022,2028
NI,SmelterProduction,Canada,7,2022,2028
NI,SmelterProduction,China,7,2022,2028
NI,SmelterProduction,Colombia,7,2022,2028
NI,SmelterProduction,Cuba,7,2022,2028
NI,SmelterProduction,Cyprus,7,2022,2028
NI,SmelterProduction,Dominican Republic,7,2022,2028
NI,SmelterProduction,Finland,7,2022,2028
NI,SmelterProduction,Germany,7,2022,2028
NI,SmelterProduction,Greece,7,2022,2028
NI,SmelterProduction,Guatemala,7,2022,2028
NI,SmelterProduction,Indonesia,7,2022,2028
NI,SmelterProduction,Japan,7,2022,2028
NI,SmelterProduction,Kosovo,7,2022,2028
NI,SmelterProduction,Madagascar,7,2022,2028
NI,SmelterProduction,Myanmar,7,2022,2028
NI,SmelterProduction,New Caledonia,7,2022,2028
NI,SmelterProduction,North Macedonia,7,2022,2028
NI,SmelterProduction,Papua New Guinea,7,2022,2028
NI,SmelterProduction,Philippines,7,2022,2028
NI,SmelterProduction,Russian Federation,7,2022,2028
NI,SmelterProduction,South Africa,7,2022,2028
NI,SmelterProduction,South Korea,7,2022,2028
NI,SmelterProduction,Total Africa,7,2022,2028
NI,SmelterProduction,Total Asia,7,2022,2028
NI,SmelterProduction,Total Europe,7,2022,2028
NI,SmelterProduction,Total Latin America & Caribbean,7,2022,2028
NI,SmelterProduction,Total North America,7,2022,2028
NI,SmelterProduction,Total Oceania,7,2022,2028
NI,SmelterProduction,Total Russia & Caspian,7,2022,2028
NI,SmelterProduction,Total World,7,2022,2028
NI,SmelterProduction,Turkey,7,2022,2028
NI,SmelterProduction,Ukraine,7,2022,2028
NI,SmelterProduction,United States,7,2022,2028
NI,SmelterProduction,Venezuela,7,2022,2028
NI,SmelterProduction,Zimbabwe,7,2022,2028
NI,SmelterbyPlant,Ambatovy,7,2022,2028
NI,SmelterbyPlant,Ansheng,6,2023,2028
NI,SmelterbyPlant,Barro Alto,7,2022,2028
NI,SmelterbyPlant,Beihai Chengde,7,2022,2028
NI,SmelterbyPlant,Bintang Timur Steel,4,2022,2025
NI,SmelterbyPlant,Bishi (Jingan),5,2022,2026
NI,SmelterbyPlant,Blue Sparking Energy,3,2026,2028
NI,SmelterbyPlant,CMMI Wonua Morone,7,2022,2028
NI,SmelterbyPlant,Ceria Indotama,7,2022,2028
NI,SmelterbyPlant,Cerro Matoso,7,2022,2028
NI,SmelterbyPlant,Chengdu,7,2022,2028
NI,SmelterbyPlant,China Other NPI,7,2022,2028
NI,SmelterbyPlant,Codemin,7,2022,2028
NI,SmelterbyPlant,Coral Bay (Rio Tuba),7,2022,2028
NI,SmelterbyPlant,Delong,7,2022,2028
NI,SmelterbyPlant,Doniambo,7,2022,2028
NI,SmelterbyPlant,Duta Huadi,5,2022,2026
NI,SmelterbyPlant,Excelsior,3,2026,2028
NI,SmelterbyPlant,Falconbridge,7,2022,2028
NI,SmelterbyPlant,Falcondo,7,2022,2028
NI,SmelterbyPlant,FeNi Halmahera,2,2027,2028
NI,SmelterbyPlant,Feni,7,2022,2028
NI,SmelterbyPlant,Ferro-Nickel,7,2022,2028
NI,SmelterbyPlant,Fujian Desheng,7,2022,2028
NI,SmelterbyPlant,Gordes,4,2022,2025
NI,SmelterbyPlant,Goro,7,2022,2028
